Dataset,Nombre del archivo,Hay humano,Caja Hay humano
BRK,train_BRK_1001_0_1.jpg,0,1
BRK,train_BRK_1001_0_15.jpg,0,1
BRK,train_BRK_1001_0_16.jpg,0,1
BRK,train_BRK_1001_0_2.jpg,0,1
BRK,train_BRK_1001_0_7.jpg,0,1
BRK,train_BRK_1001_10_0.jpg,0,1
BRK,train_BRK_1001_10_10.jpg,0,1
BRK,train_BRK_1001_10_20.jpg,0,1
BRK,train_BRK_1001_10_8.jpg,0,1
BRK,train_BRK_1001_10_9.jpg,0,1
BRK,train_BRK_1001_11_10.jpg,0,1
BRK,train_BRK_1001_11_13.jpg,0,1
BRK,train_BRK_1001_11_16.jpg,0,1
BRK,train_BRK_1001_11_17.jpg,0,1
BRK,train_BRK_1001_11_18.jpg,0,1
BRK,train_BRK_1001_11_20.jpg,0,1
BRK,train_BRK_1001_11_22.jpg,0,1
BRK,train_BRK_1001_11_4.jpg,0,1
BRK,train_BRK_1001_11_5.jpg,0,1
BRK,train_BRK_1001_11_8.jpg,0,1
BRK,train_BRK_1001_12_19.jpg,0,1
BRK,train_BRK_1001_12_7.jpg,0,1
BRK,train_BRK_1001_13_20.jpg,0,1
BRK,train_BRK_1001_13_21.jpg,0,1
BRK,train_BRK_1001_14_10.jpg,0,1
BRK,train_BRK_1001_14_11.jpg,0,1
BRK,train_BRK_1001_14_20.jpg,0,1
BRK,train_BRK_1001_14_6.jpg,0,1
BRK,train_BRK_1001_14_9.jpg,0,1
BRK,train_BRK_1001_15_13.jpg,0,1
BRK,train_BRK_1001_15_3.jpg,0,1
BRK,train_BRK_1001_15_5.jpg,1,1
BRK,train_BRK_1001_15_8.jpg,0,1
BRK,train_BRK_1001_16_16.jpg,0,1
BRK,train_BRK_1001_16_5.jpg,1,1
BRK,train_BRK_1001_16_7.jpg,0,1
BRK,train_BRK_1001_1_0.jpg,0,1
BRK,train_BRK_1001_2_16.jpg,0,1
BRK,train_BRK_1001_2_17.jpg,0,1
BRK,train_BRK_1001_2_18.jpg,0,1
BRK,train_BRK_1001_2_5.jpg,0,1
BRK,train_BRK_1001_2_9.jpg,0,1
BRK,train_BRK_1001_3_14.jpg,0,1
BRK,train_BRK_1001_3_19.jpg,0,1
BRK,train_BRK_1001_3_4.jpg,0,1
BRK,train_BRK_1001_3_8.jpg,0,1
BRK,train_BRK_1001_4_17.jpg,0,1
BRK,train_BRK_1001_4_4.jpg,0,1
BRK,train_BRK_1001_4_7.jpg,0,1
BRK,train_BRK_1001_5_11.jpg,0,1
BRK,train_BRK_1001_5_16.jpg,0,1
BRK,train_BRK_1001_5_4.jpg,0,1
BRK,train_BRK_1001_6_1.jpg,0,1
BRK,train_BRK_1001_6_10.jpg,0,1
BRK,train_BRK_1001_6_13.jpg,0,1
BRK,train_BRK_1001_6_21.jpg,0,1
BRK,train_BRK_1001_6_4.jpg,0,1
BRK,train_BRK_1001_7_0.jpg,0,1
BRK,train_BRK_1001_7_18.jpg,0,1
BRK,train_BRK_1001_7_19.jpg,0,1
BRK,train_BRK_1001_7_22.jpg,0,1
BRK,train_BRK_1001_7_8.jpg,0,1
BRK,train_BRK_1001_8_16.jpg,0,1
BRK,train_BRK_1001_8_22.jpg,0,1
BRK,train_BRK_1001_8_7.jpg,0,1
BRK,train_BRK_1001_9_10.jpg,0,1
BRK,train_BRK_1001_9_11.jpg,0,1
BRK,train_BRK_1001_9_16.jpg,0,1
BRK,train_BRK_1001_9_4.jpg,0,1
BRK,train_BRK_1002_0_12.jpg,0,1
BRK,train_BRK_1002_0_15.jpg,0,1
BRK,train_BRK_1002_0_19.jpg,0,1
BRK,train_BRK_1002_10_2.jpg,0,1
BRK,train_BRK_1002_10_20.jpg,0,1
BRK,train_BRK_1002_10_21.jpg,0,1
BRK,train_BRK_1002_11_1.jpg,0,1
BRK,train_BRK_1002_11_11.jpg,1,1
BRK,train_BRK_1002_11_16.jpg,0,1
BRK,train_BRK_1002_11_18.jpg,0,1
BRK,train_BRK_1002_11_5.jpg,0,1
BRK,train_BRK_1002_11_7.jpg,0,1
BRK,train_BRK_1002_11_9.jpg,0,1
BRK,train_BRK_1002_12_13.jpg,0,1
BRK,train_BRK_1002_12_18.jpg,0,1
BRK,train_BRK_1002_12_19.jpg,0,1
BRK,train_BRK_1002_12_2.jpg,0,1
BRK,train_BRK_1002_12_21.jpg,0,1
BRK,train_BRK_1002_12_3.jpg,0,1
BRK,train_BRK_1002_12_5.jpg,0,1
BRK,train_BRK_1002_13_1.jpg,0,1
BRK,train_BRK_1002_13_10.jpg,0,1
BRK,train_BRK_1002_13_11.jpg,0,1
BRK,train_BRK_1002_13_2.jpg,0,1
BRK,train_BRK_1002_13_3.jpg,0,1
BRK,train_BRK_1002_13_8.jpg,0,1
BRK,train_BRK_1002_14_15.jpg,0,1
BRK,train_BRK_1002_14_16.jpg,0,1
BRK,train_BRK_1002_14_18.jpg,0,1
BRK,train_BRK_1002_14_19.jpg,0,1
BRK,train_BRK_1002_14_8.jpg,0,1
BRK,train_BRK_1002_15_12.jpg,0,1
BRK,train_BRK_1002_15_14.jpg,0,1
BRK,train_BRK_1002_15_15.jpg,0,1
BRK,train_BRK_1002_15_16.jpg,0,1
BRK,train_BRK_1002_15_20.jpg,0,1
BRK,train_BRK_1002_15_9.jpg,0,1
BRK,train_BRK_1002_16_11.jpg,0,1
BRK,train_BRK_1002_16_18.jpg,0,1
BRK,train_BRK_1002_16_19.jpg,0,1
BRK,train_BRK_1002_16_22.jpg,0,1
BRK,train_BRK_1002_16_3.jpg,0,1
BRK,train_BRK_1002_1_11.jpg,0,1
BRK,train_BRK_1002_1_16.jpg,0,1
BRK,train_BRK_1002_1_18.jpg,0,1
BRK,train_BRK_1002_1_6.jpg,0,1
BRK,train_BRK_1002_2_14.jpg,0,1
BRK,train_BRK_1002_2_15.jpg,0,1
BRK,train_BRK_1002_2_16.jpg,0,1
BRK,train_BRK_1002_2_17.jpg,0,1
BRK,train_BRK_1002_2_20.jpg,0,1
BRK,train_BRK_1002_2_21.jpg,0,1
BRK,train_BRK_1002_2_3.jpg,0,1
BRK,train_BRK_1002_2_7.jpg,0,1
BRK,train_BRK_1002_3_0.jpg,0,1
BRK,train_BRK_1002_4_21.jpg,0,1
BRK,train_BRK_1002_4_4.jpg,0,1
BRK,train_BRK_1002_4_9.jpg,0,1
BRK,train_BRK_1002_5_10.jpg,0,1
BRK,train_BRK_1002_5_16.jpg,0,1
BRK,train_BRK_1002_5_20.jpg,0,1
BRK,train_BRK_1002_5_21.jpg,0,1
BRK,train_BRK_1002_5_5.jpg,0,1
BRK,train_BRK_1002_5_8.jpg,0,1
BRK,train_BRK_1002_6_10.jpg,0,1
BRK,train_BRK_1002_6_13.jpg,0,1
BRK,train_BRK_1002_6_14.jpg,0,1
BRK,train_BRK_1002_6_15.jpg,0,1
BRK,train_BRK_1002_6_4.jpg,0,1
BRK,train_BRK_1002_6_6.jpg,0,1
BRK,train_BRK_1002_7_1.jpg,0,1
BRK,train_BRK_1002_7_10.jpg,0,1
BRK,train_BRK_1002_7_13.jpg,0,1
BRK,train_BRK_1002_7_18.jpg,0,1
BRK,train_BRK_1002_7_19.jpg,0,1
BRK,train_BRK_1002_7_20.jpg,0,1
BRK,train_BRK_1002_7_8.jpg,0,1
BRK,train_BRK_1002_8_10.jpg,0,1
BRK,train_BRK_1002_8_16.jpg,0,1
BRK,train_BRK_1002_8_17.jpg,0,1
BRK,train_BRK_1002_8_20.jpg,0,1
BRK,train_BRK_1002_8_3.jpg,0,1
BRK,train_BRK_1002_8_8.jpg,0,1
BRK,train_BRK_1002_9_10.jpg,0,1
BRK,train_BRK_1002_9_13.jpg,0,1
BRK,train_BRK_1002_9_14.jpg,0,1
BRK,train_BRK_1002_9_16.jpg,0,1
BRK,train_BRK_1002_9_8.jpg,0,1
BRK,train_BRK_1003_0_21.jpg,0,1
BRK,train_BRK_1003_0_3.jpg,0,1
BRK,train_BRK_1003_0_8.jpg,0,1
BRK,train_BRK_1003_10_0.jpg,0,1
BRK,train_BRK_1003_10_15.jpg,0,1
BRK,train_BRK_1003_10_17.jpg,0,1
BRK,train_BRK_1003_10_20.jpg,0,1
BRK,train_BRK_1003_10_3.jpg,0,1
BRK,train_BRK_1003_10_9.jpg,0,1
BRK,train_BRK_1003_11_13.jpg,0,1
BRK,train_BRK_1003_11_4.jpg,0,1
BRK,train_BRK_1003_11_6.jpg,0,1
BRK,train_BRK_1003_11_9.jpg,0,1
BRK,train_BRK_1003_12_0.jpg,0,1
BRK,train_BRK_1003_12_19.jpg,0,1
BRK,train_BRK_1003_12_2.jpg,0,1
BRK,train_BRK_1003_12_4.jpg,0,1
BRK,train_BRK_1003_13_0.jpg,0,1
BRK,train_BRK_1003_13_20.jpg,0,1
BRK,train_BRK_1003_13_22.jpg,0,1
BRK,train_BRK_1003_13_8.jpg,0,1
BRK,train_BRK_1003_14_12.jpg,0,1
BRK,train_BRK_1003_14_17.jpg,0,1
BRK,train_BRK_1003_14_19.jpg,0,1
BRK,train_BRK_1003_14_22.jpg,0,1
BRK,train_BRK_1003_14_5.jpg,0,1
BRK,train_BRK_1003_15_1.jpg,0,1
BRK,train_BRK_1003_15_11.jpg,0,1
BRK,train_BRK_1003_15_14.jpg,0,1
BRK,train_BRK_1003_15_19.jpg,0,1
BRK,train_BRK_1003_15_22.jpg,0,1
BRK,train_BRK_1003_15_3.jpg,0,1
BRK,train_BRK_1003_15_8.jpg,0,1
BRK,train_BRK_1003_16_13.jpg,0,1
BRK,train_BRK_1003_16_15.jpg,0,1
BRK,train_BRK_1003_16_19.jpg,0,1
BRK,train_BRK_1003_1_0.jpg,0,1
BRK,train_BRK_1003_1_4.jpg,0,1
BRK,train_BRK_1003_1_9.jpg,0,1
BRK,train_BRK_1003_2_10.jpg,0,1
BRK,train_BRK_1003_2_11.jpg,0,1
BRK,train_BRK_1003_2_14.jpg,0,1
BRK,train_BRK_1003_2_15.jpg,0,1
BRK,train_BRK_1003_2_18.jpg,0,1
BRK,train_BRK_1003_2_20.jpg,0,1
BRK,train_BRK_1003_2_3.jpg,0,1
BRK,train_BRK_1003_3_10.jpg,0,1
BRK,train_BRK_1003_3_11.jpg,0,1
BRK,train_BRK_1003_3_2.jpg,0,1
BRK,train_BRK_1003_3_4.jpg,0,1
BRK,train_BRK_1003_4_0.jpg,0,1
BRK,train_BRK_1003_4_4.jpg,0,1
BRK,train_BRK_1003_4_7.jpg,0,1
BRK,train_BRK_1003_5_10.jpg,0,1
BRK,train_BRK_1003_5_12.jpg,0,1
BRK,train_BRK_1003_5_17.jpg,0,1
BRK,train_BRK_1003_5_4.jpg,0,1
BRK,train_BRK_1003_5_5.jpg,0,1
BRK,train_BRK_1003_6_10.jpg,0,1
BRK,train_BRK_1003_6_15.jpg,0,1
BRK,train_BRK_1003_6_3.jpg,0,1
BRK,train_BRK_1003_7_10.jpg,0,1
BRK,train_BRK_1003_7_13.jpg,0,1
BRK,train_BRK_1003_7_17.jpg,0,1
BRK,train_BRK_1003_7_9.jpg,0,1
BRK,train_BRK_1003_8_0.jpg,0,1
BRK,train_BRK_1003_8_1.jpg,0,1
BRK,train_BRK_1003_8_19.jpg,0,1
BRK,train_BRK_1003_8_2.jpg,0,1
BRK,train_BRK_1003_8_3.jpg,0,1
BRK,train_BRK_1003_8_4.jpg,0,1
BRK,train_BRK_1003_8_8.jpg,0,1
BRK,train_BRK_1003_9_19.jpg,0,1
BRK,train_BRK_1003_9_3.jpg,0,1
BRK,train_BRK_1003_9_8.jpg,0,1
BRK,train_BRK_1004_0_10.jpg,0,1
BRK,train_BRK_1004_0_12.jpg,0,1
BRK,train_BRK_1004_0_20.jpg,0,1
BRK,train_BRK_1004_0_22.jpg,0,1
BRK,train_BRK_1004_0_3.jpg,0,1
BRK,train_BRK_1004_10_17.jpg,0,1
BRK,train_BRK_1004_10_2.jpg,0,1
BRK,train_BRK_1004_10_3.jpg,0,1
BRK,train_BRK_1004_11_8.jpg,0,1
BRK,train_BRK_1004_12_0.jpg,0,1
BRK,train_BRK_1004_12_1.jpg,0,1
BRK,train_BRK_1004_12_13.jpg,0,1
BRK,train_BRK_1004_12_14.jpg,0,1
BRK,train_BRK_1004_12_7.jpg,0,1
BRK,train_BRK_1004_13_10.jpg,0,1
BRK,train_BRK_1004_13_12.jpg,0,1
BRK,train_BRK_1004_13_20.jpg,0,1
BRK,train_BRK_1004_13_4.jpg,0,1
BRK,train_BRK_1004_13_9.jpg,0,1
BRK,train_BRK_1004_14_12.jpg,0,1
BRK,train_BRK_1004_14_21.jpg,0,1
BRK,train_BRK_1004_14_22.jpg,0,1
BRK,train_BRK_1004_15_10.jpg,0,1
BRK,train_BRK_1004_15_12.jpg,0,1
BRK,train_BRK_1004_15_14.jpg,0,1
