Dataset,Nombre del archivo,Hay humano,Caja Hay humano
BLA,train_BLA_0001_0_0.jpg,0,1
BLA,train_BLA_0001_0_11.jpg,0,1
BLA,train_BLA_0001_0_13.jpg,0,1
BLA,train_BLA_0001_0_14.jpg,0,1
BLA,train_BLA_0001_0_16.jpg,0,1
BLA,train_BLA_0001_0_3.jpg,0,1
BLA,train_BLA_0001_10_13.jpg,0,1
BLA,train_BLA_0001_10_15.jpg,0,1
BLA,train_BLA_0001_10_19.jpg,0,1
BLA,train_BLA_0001_10_21.jpg,0,1
BLA,train_BLA_0001_10_22.jpg,0,1
BLA,train_BLA_0001_10_7.jpg,0,1
BLA,train_BLA_0001_10_9.jpg,0,1
BLA,train_BLA_0001_11_1.jpg,0,1
BLA,train_BLA_0001_11_18.jpg,0,1
BLA,train_BLA_0001_12_11.jpg,0,1
BLA,train_BLA_0001_12_12.jpg,0,1
BLA,train_BLA_0001_12_14.jpg,0,1
BLA,train_BLA_0001_13_10.jpg,0,1
BLA,train_BLA_0001_13_15.jpg,0,1
BLA,train_BLA_0001_13_19.jpg,0,1
BLA,train_BLA_0001_14_12.jpg,0,1
BLA,train_BLA_0001_14_14.jpg,0,1
BLA,train_BLA_0001_14_15.jpg,0,1
BLA,train_BLA_0001_14_16.jpg,0,1
BLA,train_BLA_0001_14_20.jpg,0,1
BLA,train_BLA_0001_14_7.jpg,0,1
BLA,train_BLA_0001_15_1.jpg,0,1
BLA,train_BLA_0001_15_12.jpg,0,1
BLA,train_BLA_0001_15_15.jpg,1,1
BLA,train_BLA_0001_15_17.jpg,0,1
BLA,train_BLA_0001_15_4.jpg,0,1
BLA,train_BLA_0001_15_8.jpg,0,1
BLA,train_BLA_0001_16_13.jpg,0,1
BLA,train_BLA_0001_16_16.jpg,0,1
BLA,train_BLA_0001_16_8.jpg,0,1
BLA,train_BLA_0001_1_0.jpg,0,1
BLA,train_BLA_0001_1_11.jpg,0,1
BLA,train_BLA_0001_1_13.jpg,0,1
BLA,train_BLA_0001_1_16.jpg,0,1
BLA,train_BLA_0001_1_21.jpg,0,1
BLA,train_BLA_0001_2_0.jpg,0,1
BLA,train_BLA_0001_2_11.jpg,0,1
BLA,train_BLA_0001_2_16.jpg,0,1
BLA,train_BLA_0001_2_21.jpg,0,1
BLA,train_BLA_0001_2_5.jpg,0,1
BLA,train_BLA_0001_3_0.jpg,0,1
BLA,train_BLA_0001_3_14.jpg,0,1
BLA,train_BLA_0001_3_18.jpg,0,1
BLA,train_BLA_0001_3_19.jpg,0,1
BLA,train_BLA_0001_3_5.jpg,0,1
BLA,train_BLA_0001_4_10.jpg,0,1
BLA,train_BLA_0001_4_16.jpg,0,1
BLA,train_BLA_0001_4_18.jpg,0,1
BLA,train_BLA_0001_5_12.jpg,0,1
BLA,train_BLA_0001_5_18.jpg,0,1
BLA,train_BLA_0001_5_20.jpg,0,1
BLA,train_BLA_0001_5_22.jpg,0,1
BLA,train_BLA_0001_5_8.jpg,0,1
BLA,train_BLA_0001_6_16.jpg,0,1
BLA,train_BLA_0001_6_20.jpg,1,1
BLA,train_BLA_0001_6_5.jpg,0,1
BLA,train_BLA_0001_7_10.jpg,0,1
BLA,train_BLA_0001_7_11.jpg,0,1
BLA,train_BLA_0001_7_12.jpg,0,1
BLA,train_BLA_0001_7_15.jpg,0,1
BLA,train_BLA_0001_7_18.jpg,0,1
BLA,train_BLA_0001_7_2.jpg,0,1
BLA,train_BLA_0001_7_3.jpg,0,1
BLA,train_BLA_0001_8_21.jpg,0,1
BLA,train_BLA_0001_8_4.jpg,0,1
BLA,train_BLA_0001_8_8.jpg,0,1
BLA,train_BLA_0001_9_10.jpg,0,1
BLA,train_BLA_0001_9_15.jpg,0,1
BLA,train_BLA_0001_9_19.jpg,0,1
BLA,train_BLA_0001_9_4.jpg,0,1
BLA,train_BLA_0001_9_6.jpg,0,1
BLA,train_BLA_0002_0_20.jpg,0,1
BLA,train_BLA_0002_0_4.jpg,0,1
BLA,train_BLA_0002_0_6.jpg,0,1
BLA,train_BLA_0002_10_0.jpg,0,1
BLA,train_BLA_0002_11_12.jpg,0,1
BLA,train_BLA_0002_11_14.jpg,0,1
BLA,train_BLA_0002_11_22.jpg,0,1
BLA,train_BLA_0002_11_5.jpg,0,1
BLA,train_BLA_0002_12_11.jpg,0,1
BLA,train_BLA_0002_12_2.jpg,0,1
BLA,train_BLA_0002_12_21.jpg,0,1
BLA,train_BLA_0002_12_5.jpg,0,1
BLA,train_BLA_0002_12_7.jpg,0,1
BLA,train_BLA_0002_13_0.jpg,0,1
BLA,train_BLA_0002_13_13.jpg,0,1
BLA,train_BLA_0002_13_15.jpg,0,1
BLA,train_BLA_0002_13_6.jpg,0,1
BLA,train_BLA_0002_14_11.jpg,0,1
