Dataset,Nombre del archivo,Hay humano,Caja Hay humano
RAK,train_RAK_0001_0_1.jpg,0,1
RAK,train_RAK_0001_0_15.jpg,0,1
RAK,train_RAK_0001_0_17.jpg,0,1
RAK,train_RAK_0001_0_4.jpg,0,1
RAK,train_RAK_0001_0_6.jpg,0,1
RAK,train_RAK_0001_10_13.jpg,0,1
RAK,train_RAK_0001_10_18.jpg,0,1
RAK,train_RAK_0001_10_2.jpg,0,1
RAK,train_RAK_0001_10_20.jpg,0,1
RAK,train_RAK_0001_10_21.jpg,0,1
RAK,train_RAK_0001_10_3.jpg,0,1
RAK,train_RAK_0001_10_6.jpg,0,1
RAK,train_RAK_0001_10_7.jpg,0,1
RAK,train_RAK_0001_11_18.jpg,0,1
RAK,train_RAK_0001_12_18.jpg,0,1
RAK,train_RAK_0001_12_2.jpg,0,1
RAK,train_RAK_0001_12_3.jpg,0,1
RAK,train_RAK_0001_12_6.jpg,0,1
RAK,train_RAK_0001_12_7.jpg,0,1
RAK,train_RAK_0001_12_9.jpg,0,1
RAK,train_RAK_0001_13_11.jpg,0,1
RAK,train_RAK_0001_13_19.jpg,0,1
RAK,train_RAK_0001_13_6.jpg,0,1
RAK,train_RAK_0001_13_8.jpg,0,1
RAK,train_RAK_0001_13_9.jpg,0,1
RAK,train_RAK_0001_14_12.jpg,0,1
RAK,train_RAK_0001_14_13.jpg,0,1
RAK,train_RAK_0001_14_14.jpg,0,1
RAK,train_RAK_0001_14_17.jpg,0,1
RAK,train_RAK_0001_14_5.jpg,0,1
RAK,train_RAK_0001_15_10.jpg,0,1
RAK,train_RAK_0001_15_4.jpg,0,1
RAK,train_RAK_0001_15_6.jpg,0,1
RAK,train_RAK_0001_15_9.jpg,0,1
RAK,train_RAK_0001_16_16.jpg,0,1
RAK,train_RAK_0001_16_21.jpg,0,1
RAK,train_RAK_0001_16_4.jpg,0,1
RAK,train_RAK_0001_1_10.jpg,0,1
RAK,train_RAK_0001_1_14.jpg,0,1
RAK,train_RAK_0001_1_16.jpg,0,1
RAK,train_RAK_0001_1_21.jpg,0,1
RAK,train_RAK_0001_1_5.jpg,0,1
RAK,train_RAK_0001_1_9.jpg,0,1
RAK,train_RAK_0001_2_1.jpg,0,1
RAK,train_RAK_0001_2_16.jpg,0,1
RAK,train_RAK_0001_2_20.jpg,0,1
RAK,train_RAK_0001_2_21.jpg,0,1
RAK,train_RAK_0001_2_4.jpg,0,1
RAK,train_RAK_0001_2_7.jpg,0,1
RAK,train_RAK_0001_3_14.jpg,0,1
RAK,train_RAK_0001_3_18.jpg,0,1
RAK,train_RAK_0001_3_19.jpg,0,1
RAK,train_RAK_0001_3_20.jpg,0,1
RAK,train_RAK_0001_3_21.jpg,0,1
RAK,train_RAK_0001_3_5.jpg,0,1
RAK,train_RAK_0001_3_7.jpg,0,1
RAK,train_RAK_0001_3_8.jpg,0,1
RAK,train_RAK_0001_4_13.jpg,0,1
RAK,train_RAK_0001_4_17.jpg,0,1
RAK,train_RAK_0001_4_3.jpg,0,1
RAK,train_RAK_0001_5_11.jpg,0,1
RAK,train_RAK_0001_5_19.jpg,0,1
RAK,train_RAK_0001_5_4.jpg,0,1
