Dataset,Nombre del archivo,Hay humano,Caja Hay humano
SB,train_SB_0001_0_18.jpg,0,1
SB,train_SB_0001_0_2.jpg,0,1
SB,train_SB_0001_0_7.jpg,0,1
SB,train_SB_0001_0_8.jpg,0,1
SB,train_SB_0001_10_1.jpg,0,1
SB,train_SB_0001_10_11.jpg,0,1
SB,train_SB_0001_10_12.jpg,0,1
SB,train_SB_0001_10_22.jpg,0,1
SB,train_SB_0001_10_5.jpg,0,1
SB,train_SB_0001_10_9.jpg,0,1
SB,train_SB_0001_11_10.jpg,1,1
SB,train_SB_0001_11_15.jpg,0,1
SB,train_SB_0001_11_18.jpg,0,1
SB,train_SB_0001_11_6.jpg,0,1
SB,train_SB_0001_11_8.jpg,0,1
SB,train_SB_0001_12_12.jpg,0,1
SB,train_SB_0001_12_17.jpg,0,1
SB,train_SB_0001_12_18.jpg,0,1
SB,train_SB_0001_12_19.jpg,0,1
SB,train_SB_0001_12_20.jpg,0,1
SB,train_SB_0001_12_21.jpg,0,1
SB,train_SB_0001_12_5.jpg,0,1
SB,train_SB_0001_12_8.jpg,0,1
SB,train_SB_0001_13_0.jpg,0,1
SB,train_SB_0001_13_14.jpg,0,1
SB,train_SB_0001_13_15.jpg,0,1
SB,train_SB_0001_13_18.jpg,0,1
SB,train_SB_0001_13_22.jpg,0,1
SB,train_SB_0001_13_5.jpg,0,1
SB,train_SB_0001_13_7.jpg,0,1
SB,train_SB_0001_14_0.jpg,0,1
SB,train_SB_0001_14_1.jpg,0,1
SB,train_SB_0001_14_10.jpg,0,1
SB,train_SB_0001_14_19.jpg,0,1
SB,train_SB_0001_14_3.jpg,0,1
SB,train_SB_0001_15_0.jpg,0,1
SB,train_SB_0001_15_10.jpg,0,1
SB,train_SB_0001_15_14.jpg,0,1
SB,train_SB_0001_15_19.jpg,0,1
SB,train_SB_0001_15_20.jpg,0,1
SB,train_SB_0001_15_4.jpg,0,1
SB,train_SB_0001_15_5.jpg,0,1
SB,train_SB_0001_16_14.jpg,0,1
SB,train_SB_0001_16_17.jpg,0,1
SB,train_SB_0001_16_18.jpg,0,1
SB,train_SB_0001_16_2.jpg,0,1
SB,train_SB_0001_16_3.jpg,0,1
SB,train_SB_0001_16_4.jpg,0,1
SB,train_SB_0001_16_8.jpg,0,1
SB,train_SB_0001_16_9.jpg,0,1
SB,train_SB_0001_1_12.jpg,0,1
SB,train_SB_0001_1_18.jpg,0,1
SB,train_SB_0001_1_2.jpg,0,1
SB,train_SB_0001_1_20.jpg,0,1
SB,train_SB_0001_1_3.jpg,0,1
SB,train_SB_0001_2_16.jpg,0,1
SB,train_SB_0001_2_17.jpg,0,1
SB,train_SB_0001_2_20.jpg,0,1
SB,train_SB_0001_2_22.jpg,0,1
SB,train_SB_0001_2_4.jpg,0,1
SB,train_SB_0001_2_5.jpg,0,1
SB,train_SB_0001_3_14.jpg,0,1
SB,train_SB_0001_3_16.jpg,0,1
SB,train_SB_0001_3_21.jpg,0,1
SB,train_SB_0001_3_3.jpg,0,1
SB,train_SB_0001_3_7.jpg,0,1
SB,train_SB_0001_4_1.jpg,0,1
SB,train_SB_0001_4_15.jpg,0,1
SB,train_SB_0001_4_19.jpg,0,1
SB,train_SB_0001_4_2.jpg,0,1
SB,train_SB_0001_5_0.jpg,0,1
SB,train_SB_0001_5_1.jpg,0,1
SB,train_SB_0001_5_4.jpg,0,1
SB,train_SB_0001_6_10.jpg,0,1
SB,train_SB_0001_6_11.jpg,0,1
SB,train_SB_0001_6_13.jpg,0,1
SB,train_SB_0001_6_2.jpg,0,1
SB,train_SB_0001_6_21.jpg,0,1
SB,train_SB_0001_6_3.jpg,0,1
SB,train_SB_0001_6_4.jpg,0,1
SB,train_SB_0001_6_6.jpg,0,1
SB,train_SB_0001_7_0.jpg,0,1
SB,train_SB_0001_7_1.jpg,0,1
SB,train_SB_0001_7_11.jpg,0,1
SB,train_SB_0001_7_13.jpg,0,1
SB,train_SB_0001_7_18.jpg,0,1
